ID,text_original,target_original,text_clean,target_clean,stance,stance_id,sentiment,sentiment_id,sarcasm,sarcasm_id,favor_reason,against_reason,none_reason,model_input,target_id,text,target,stance:confidence,sarcasm:confidence,sentiment:confidence,datetime,Date,true_label,pred_label,p_against,p_none,p_favor,fold,true_name,pred_name
2120,الذين لم يشعروا بالزلزال اليوم كانت نتيجة انهم اخذوا تطعيم فايزر ضد كورونا والان اصبح التطعيم ضد الزلزال ايضا شكرا فايزر 😇,Covid Vaccine,الذين لم يشعروا بالزلزال اليوم كانت نتيجة انهم اخذوا تطعيم فايزر ضد كورونا والان اصبح التطعيم ضد الزلزال ايضا شكرا فايزر 😇,Covid Vaccine,,1,Neutral,1,Yes,1,,,,Target: Covid Vaccine Text: الذين لم يشعروا بالزلزال اليوم كانت نتيجة انهم اخذوا تطعيم فايزر ضد كورونا والان اصبح التطعيم ضد الزلزال ايضا شكرا فايزر 😇,,,,,,,,,1,2,0.0001231432,0.00039434433,0.9995117,4,None,Favor
2140,  صار لي ساعة أحاول أسدد  الآن في ظل التحول الإلكتروني المفروض أسهل شيء عملية السداد وأنتم شكلكم ماتبغونا نسدد,Digital Transformation,صار لي ساعة احاول اسدد الان في ظل التحول الالكتروني المفروض اسهل شيء عملية السداد وانتم شكلكم ماتبغونا نسدد,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: صار لي ساعة احاول اسدد الان في ظل التحول الالكتروني المفروض اسهل شيء عملية السداد وانتم شكلكم ماتبغونا نسدد,,,,,,,,,0,2,0.019943237,0.0042381287,0.97558594,4,Against,Favor
2209, الكلام كان عن تطعيم الاطفال ب اللقاح و التطعيم الخاص ب فيروس كورونا انت تدري ان مناعة الاطفال قوية جدا بفضل الله سبحانه وتعالى وانهم لا يحتاجون لقاح ضار اتمنى لما تقرا تشغل عقلك وتركز وتستوعب الكلام المكتوب مشكلتك عندك ضعف بالاستيعاب والفهم النقا,Covid Vaccine,الكلام كان عن تطعيم الاطفال ب اللقاح و التطعيم الخاص ب فيروس كورونا انت تدري ان مناعة الاطفال قوية جدا بفضل الله سبحانه وتعالي وانهم لا يحتاجون لقاح ضار اتمني لما تقرا تشغل عقلك وتركز وتستوعب الكلام المكتوب مشكلتك عندك ضعف بالاستيعاب والفهم النقا,Covid Vaccine,Against,0,Negative,0,No,0,,A_Implicit,,Target: Covid Vaccine Text: الكلام كان عن تطعيم الاطفال ب اللقاح و التطعيم الخاص ب فيروس كورونا انت تدري ان مناعة الاطفال قوية جدا بفضل الله سبحانه وتعالي وانهم لا يحتاجون لقاح ضار اتمني لما تقرا تشغل عقلك وتركز وتستوعب الكلام المكتوب مشكلتك عندك ضعف بالاستيعاب والفهم النقا,,,,,,,,,0,2,0.00019919872,0.001666069,0.9980469,4,Against,Favor
2261,بعد التطعيم للحماية من كورونا  نحتاج تطعيم للحماية من سواقة بعض السيدات الفاضلات  وانا اول متبرع لتجربة التطعيم🌷🌷🌷,Covid Vaccine,بعد التطعيم للحماية من كورونا نحتاج تطعيم للحماية من سواقة بعض السيدات الفاضلات وانا اول متبرع لتجربة التطعيم🌷🌷,Covid Vaccine,,1,Neutral,1,Yes,1,,,Not clear,Target: Covid Vaccine Text: بعد التطعيم للحماية من كورونا نحتاج تطعيم للحماية من سواقة بعض السيدات الفاضلات وانا اول متبرع لتجربة التطعيم🌷🌷,,,,,,,,,1,2,8.189678e-05,0.007858276,0.9921875,4,None,Favor
2302,  التطعيم فيك فيك لانه كورونا مو مثل اي انفلونزا لو انها انفلونزا عاديه اقولك اسحب على التطعيم مثل تطعيم الانفلونزا العاديه اما هالمرض الله يكفينا الشر والله غير والله يكتب فيه الخير لنا يارب,Covid Vaccine,التطعيم فيك فيك لانه كورونا مو مثل اي انفلونزا لو انها انفلونزا عاديه اقولك اسحب علي التطعيم مثل تطعيم الانفلونزا العاديه اما هالمرض الله يكفينا الشر والله غير والله يكتب فيه الخير لنا يارب,Covid Vaccine,Against,0,Positive,2,No,0,,,,Target: Covid Vaccine Text: التطعيم فيك فيك لانه كورونا مو مثل اي انفلونزا لو انها انفلونزا عاديه اقولك اسحب علي التطعيم مثل تطعيم الانفلونزا العاديه اما هالمرض الله يكفينا الشر والله غير والله يكتب فيه الخير لنا يارب,,,,,,,,,0,2,0.0018749237,0.00076150894,0.9975586,4,Against,Favor
2307,يثور العالم الآن ضد نظام العمل التقليدي الغير رقمي لأنه لم يتمكن من إسعاف الأعمال بسبب التعطل الناتج عن الجائحة   #لحظة_توقف ماذا لو كانت الجائحة تقنية وتعطلت الأعمال نظرًا لعدم العمل بالشكل التقليدي ؟! هل سيثور العالم ضد التحول الرقمي حينها؟  أنا مع التحول الرقمي بس اهدؤوا 😅,Digital Transformation,يثور العالم الان ضد نظام العمل التقليدي الغير رقمي لانه لم يتمكن من اسعاف الاعمال بسبب التعطل الناتج عن الجائحة #لحظة توقف ماذا لو كانت الجائحة تقنية وتعطلت الاعمال نظرًا لعدم العمل بالشكل التقليدي ؟! هل سيثور العالم ضد التحول الرقمي حينها؟ انا مع التحول الرقمي بس اهدؤوا 😅,Digital Transformation,Favor,2,Positive,2,No,0,F_Explicit,,,Target: Digital Transformation Text: يثور العالم الان ضد نظام العمل التقليدي الغير رقمي لانه لم يتمكن من اسعاف الاعمال بسبب التعطل الناتج عن الجائحة #لحظة توقف ماذا لو كانت الجائحة تقنية وتعطلت الاعمال نظرًا لعدم العمل بالشكل التقليدي ؟! هل سيثور العالم ضد التحول الرقمي حينها؟ انا مع التحول الرقمي بس اهدؤوا 😅,,,,,,,,,2,0,0.9946289,0.00050878525,0.0049705505,4,Favor,Against
2321, تطعيم كورونا راح يحولكم الى زومبي : ,Covid Vaccine,تطعيم كورونا راح يحولكم الي زومبي :,Covid Vaccine,,1,Neutral,1,Yes,1,,,Not clear,Target: Covid Vaccine Text: تطعيم كورونا راح يحولكم الي زومبي :,,,,,,,,,1,0,0.9272461,0.0725708,0.00034499168,4,None,Against
2494,  لو كان الموضوع كله مؤامرة ماسونيه   لماذا يتم تطعيم الاسرائليين حتى الجرعة الرابعة؟ واذكر حضرتك أن من قالوا ان ١١ سبتمبر كان مؤامرة قالوا  تم إبلاغ اليهود بعدم الذهاب إلى برجيي التجارة العالمية ذلك اليوم. فيكون المنطقي منع اللقاح ,Covid Vaccine,لو كان الموضوع كله مؤامرة ماسونيه لماذا يتم تطعيم الاسرائليين حتي الجرعة الرابعة؟ واذكر حضرتك ان من قالوا ان ١١ سبتمبر كان مؤامرة قالوا تم ابلاغ اليهود بعدم الذهاب الي برجيي التجارة العالمية ذلك اليوم. فيكون المنطقي منع اللقاح,Covid Vaccine,Favor,2,Neutral,1,No,0,F_Implicit,,,Target: Covid Vaccine Text: لو كان الموضوع كله مؤامرة ماسونيه لماذا يتم تطعيم الاسرائليين حتي الجرعة الرابعة؟ واذكر حضرتك ان من قالوا ان ١١ سبتمبر كان مؤامرة قالوا تم ابلاغ اليهود بعدم الذهاب الي برجيي التجارة العالمية ذلك اليوم. فيكون المنطقي منع اللقاح,,,,,,,,,2,0,0.9995117,0.00018584728,0.00048685074,4,Favor,Against
2576,لو كان رئيس مجلس الوزراء جاد في تطبيق مفهموم الحكومة الالكترونية حقا  لشكل فريق عمل لتقييم و تطوير ومتابعة وتذليل كافة الصعوبات على ارض الواقع لأجل التحول الالكتروني وتسهيل عمل #تطبيق_سهل  ولكن يبقى الواقع على ماهو عليه ومكانك سر!!,Digital Transformation,لو كان رئيس مجلس الوزراء جاد في تطبيق مفهموم الحكومة الالكترونية حقا لشكل فريق عمل لتقييم و تطوير ومتابعة وتذليل كافة الصعوبات علي ارض الواقع لاجل التحول الالكتروني وتسهيل عمل #تطبيق سهل ولكن يبقي الواقع علي ماهو عليه ومكانك سر!!,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: لو كان رئيس مجلس الوزراء جاد في تطبيق مفهموم الحكومة الالكترونية حقا لشكل فريق عمل لتقييم و تطوير ومتابعة وتذليل كافة الصعوبات علي ارض الواقع لاجل التحول الالكتروني وتسهيل عمل #تطبيق سهل ولكن يبقي الواقع علي ماهو عليه ومكانك سر!!,,,,,,,,,0,2,0.00028443336,0.0007081032,0.99902344,4,Against,Favor
2626,انا لو يخيروني اخذ التطعيم عشان اسافر ولا اتم قاعد بديرتي ... بتم بديرتي ولا اخذه ... و اذا الديرة شرطت علي اخذه فرض ... بطلع لجوء ✌️... #الكويت #تطعيم_كورونا #كورونا,Covid Vaccine,انا لو يخيروني اخذ التطعيم عشان اسافر ولا اتم قاعد بديرتي .. بتم بديرتي ولا اخذه .. و اذا الديرة شرطت علي اخذه فرض .. بطلع لجوء ✌️.. #الكويت #تطعيم كورونا #كورونا,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Covid Vaccine Text: انا لو يخيروني اخذ التطعيم عشان اسافر ولا اتم قاعد بديرتي .. بتم بديرتي ولا اخذه .. و اذا الديرة شرطت علي اخذه فرض .. بطلع لجوء ✌️.. #الكويت #تطعيم كورونا #كورونا,,,,,,,,,0,1,0.25073242,0.7480469,0.0013017654,4,Against,None
2666,دكتوري أخذ تطعيم كورونا .. وصار له أسبوع تعبان ومريض ما عطانا ولا محاضره .. كل يوم الصبح يدز لنا انه تعبان وحرارته مرتفعه وضغط الدم عنده نازل .. أنا حيييل متضايقه عليه .. يارب انك تشافيه وتعافيه يارب🙏🏻♥️,Covid Vaccine,دكتوري اخذ تطعيم كورونا .. وصار له اسبوع تعبان ومريض ما عطانا ولا محاضره .. كل يوم الصبح يدز لنا انه تعبان وحرارته مرتفعه وضغط الدم عنده نازل .. انا حييل متضايقه عليه .. يارب انك تشافيه وتعافيه يارب🙏🏻♥️,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Implicit,,Target: Covid Vaccine Text: دكتوري اخذ تطعيم كورونا .. وصار له اسبوع تعبان ومريض ما عطانا ولا محاضره .. كل يوم الصبح يدز لنا انه تعبان وحرارته مرتفعه وضغط الدم عنده نازل .. انا حييل متضايقه عليه .. يارب انك تشافيه وتعافيه يارب🙏🏻♥️,,,,,,,,,0,2,0.0013189316,0.12963867,0.8691406,4,Against,Favor
2773, #التحول_الرقمي مفهوم واسع ويجب التعامل معه على انه اطار للتحول في الاعمال المستقبلية وليس هو التحول ذاته فالتحول الرقمي قد لايعني انتاج تطبيقات وبرامج فقط. بل هو قدرة مؤسسات الاعمال على التعامل مع التطورات المستقبلية ذات الطابع الرقمي,Digital Transformation,#التحول الرقمي مفهوم واسع ويجب التعامل معه علي انه اطار للتحول في الاعمال المستقبلية وليس هو التحول ذاته فالتحول الرقمي قد لايعني انتاج تطبيقات وبرامج فقط. بل هو قدرة مؤسسات الاعمال علي التعامل مع التطورات المستقبلية ذات الطابع الرقمي,Digital Transformation,,1,Neutral,1,No,0,,,Not clear,Target: Digital Transformation Text: #التحول الرقمي مفهوم واسع ويجب التعامل معه علي انه اطار للتحول في الاعمال المستقبلية وليس هو التحول ذاته فالتحول الرقمي قد لايعني انتاج تطبيقات وبرامج فقط. بل هو قدرة مؤسسات الاعمال علي التعامل مع التطورات المستقبلية ذات الطابع الرقمي,,,,,,,,,1,2,6.7055225e-05,0.00058174133,0.9995117,4,None,Favor
2788, تطعيم كورونا راح يحولكم زومبي: ,Covid Vaccine,تطعيم كورونا راح يحولكم زومبي:,Covid Vaccine,Against,0,Negative,0,Yes,1,,,,Target: Covid Vaccine Text: تطعيم كورونا راح يحولكم زومبي:,,,,,,,,,0,1,0.31396484,0.6855469,0.0003633499,4,Against,None
2802,اللي فاكر اننا بنعمل نهضة تحول رقمي وحوكمة ذكية وفخور بالنظام مايتفرجش على برنامج الشقيري خصوصا حلقة التحول الرقمي في السعودية عشان هيتجلط,Digital Transformation,اللي فاكر اننا بنعمل نهضة تحول رقمي وحوكمة ذكية وفخور بالنظام مايتفرجش علي برنامج الشقيري خصوصا حلقة التحول الرقمي في السعودية عشان هيتجلط,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: اللي فاكر اننا بنعمل نهضة تحول رقمي وحوكمة ذكية وفخور بالنظام مايتفرجش علي برنامج الشقيري خصوصا حلقة التحول الرقمي في السعودية عشان هيتجلط,,,,,,,,,0,2,0.0970459,0.06829834,0.83447266,4,Against,Favor
2803,والحل مع السلات المتروكه مع كل نشر بحساباتي يدخلوا الموقع ويطلبوا لين يوصلوا عن الدفع يكنسلوا ويرجعوا يطلبوا دفع عن الاستلام 😒 مع كل هذا التحول التقني للان في ناس عالقه بالدفع عند الاستلام يهوووه URL,Digital Transformation,والحل مع السلات المتروكه مع كل نشر بحساباتي يدخلوا الموقع ويطلبوا لين يوصلوا عن الدفع يكنسلوا ويرجعوا يطلبوا دفع عن الاستلام 😒 مع كل هذا التحول التقني للان في ناس عالقه بالدفع عند الاستلام يهووه,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: والحل مع السلات المتروكه مع كل نشر بحساباتي يدخلوا الموقع ويطلبوا لين يوصلوا عن الدفع يكنسلوا ويرجعوا يطلبوا دفع عن الاستلام 😒 مع كل هذا التحول التقني للان في ناس عالقه بالدفع عند الاستلام يهووه,,,,,,,,,0,1,0.0029563904,0.99560547,0.0014009476,4,Against,None
2807,MENTION MENTION الصغار نفسهم عندهم كرت تطعيم من هو رضيع والان نرفض لقاح كورونا ؟,Covid Vaccine,مستخدم مستخدم الصغار نفسهم عندهم كرت تطعيم من هو رضيع والان نرفض لقاح كورونا ؟,Covid Vaccine,Favor,2,Neutral,1,Yes,1,F_Implicit,,,Target: Covid Vaccine Text: مستخدم مستخدم الصغار نفسهم عندهم كرت تطعيم من هو رضيع والان نرفض لقاح كورونا ؟,,,,,,,,,2,0,0.9941406,0.00016379356,0.0054969788,4,Favor,Against
2822, سمعتِ … ولذلك لن تأخذيه … منطق نظرية المؤامرة … نفس ما سمعناه عن لقاح الأنفلونزا عندما ظهر …  صار لي ١٣ سنة أأخذ تطعيم الأنفلونزا ولم أصاب بها مرة واحدة خلال هذه الفترة وكانت تحبني كثيراً قبل ذلك … أصاب رشح بسيط أحيانا لمدة يوم …  المهم أن عقلي ,Covid Vaccine,سمعتِ … ولذلك لن تاخذيه … منطق نظرية المؤامرة … نفس ما سمعناه عن لقاح الانفلونزا عندما ظهر … صار لي ١٣ سنة ااخذ تطعيم الانفلونزا ولم اصاب بها مرة واحدة خلال هذه الفترة وكانت تحبني كثيراً قبل ذلك … اصاب رشح بسيط احيانا لمدة يوم … المهم ان عقلي,Covid Vaccine,,1,Neutral,1,No,0,,,Not clear,Target: Covid Vaccine Text: سمعتِ … ولذلك لن تاخذيه … منطق نظرية المؤامرة … نفس ما سمعناه عن لقاح الانفلونزا عندما ظهر … صار لي ١٣ سنة ااخذ تطعيم الانفلونزا ولم اصاب بها مرة واحدة خلال هذه الفترة وكانت تحبني كثيراً قبل ذلك … اصاب رشح بسيط احيانا لمدة يوم … المهم ان عقلي,,,,,,,,,1,0,0.9980469,0.000187397,0.0018692017,4,None,Against
2825, كل الأشخاص من عائلتي ومن معارفي ماتوا في المستشفى بسبب كورونا ما كانو ملقحين ولا أخدو اي تطعيم  ..🤷‍♀️,Covid Vaccine,كل الاشخاص من عائلتي ومن معارفي ماتوا في المستشفي بسبب كورونا ما كانو ملقحين ولا اخدو اي تطعيم ..🤷‍♀️,Covid Vaccine,Favor,2,Neutral,1,No,0,F_Explicit,,,Target: Covid Vaccine Text: كل الاشخاص من عائلتي ومن معارفي ماتوا في المستشفي بسبب كورونا ما كانو ملقحين ولا اخدو اي تطعيم ..🤷‍♀️,,,,,,,,,2,0,0.8046875,0.0020503998,0.19311523,4,Favor,Against
2847,هناك فرق شاسع بين #التحول_الرقمي و #الأتمتة  اغلب المنصات الحكومية الموجودة اليوم هي #اتمته وليست #تحول_رقمي  والمسؤولين معتدين بها كثيرا  الأتمتة مكلفه اكثر من التحول الرقمي وعائد الاستثمار عليها بالسالب لأنك ستجد نفسك بنهاية المطاف في دوامه من المشاكل لا يحلها الا التحول الرقمي,Digital Transformation,هناك فرق شاسع بين #التحول الرقمي و #الاتمتة اغلب المنصات الحكومية الموجودة اليوم هي #اتمته وليست #تحول رقمي والمسؤولين معتدين بها كثيرا الاتمتة مكلفه اكثر من التحول الرقمي وعائد الاستثمار عليها بالسالب لانك ستجد نفسك بنهاية المطاف في دوامه من المشاكل لا يحلها الا التحول الرقمي,Digital Transformation,Favor,2,Positive,2,No,0,F_Explicit,,,Target: Digital Transformation Text: هناك فرق شاسع بين #التحول الرقمي و #الاتمتة اغلب المنصات الحكومية الموجودة اليوم هي #اتمته وليست #تحول رقمي والمسؤولين معتدين بها كثيرا الاتمتة مكلفه اكثر من التحول الرقمي وعائد الاستثمار عليها بالسالب لانك ستجد نفسك بنهاية المطاف في دوامه من المشاكل لا يحلها الا التحول الرقمي,,,,,,,,,2,0,0.6176758,0.00060606,0.3815918,4,Favor,Against
2942, وحده امس اقولها بحجز لموعد تطعيم قالت ترى بعد سنتين بتتحولون زومبي او تموتون بعد شهرين لان كورونا جابوها في الافلام بعد وصارت 😂😂,Covid Vaccine,وحده امس اقولها بحجز لموعد تطعيم قالت تري بعد سنتين بتتحولون زومبي او تموتون بعد شهرين لان كورونا جابوها في الافلام بعد وصارت 😂😂,Covid Vaccine,,1,Positive,2,Yes,1,,,Not clear,Target: Covid Vaccine Text: وحده امس اقولها بحجز لموعد تطعيم قالت تري بعد سنتين بتتحولون زومبي او تموتون بعد شهرين لان كورونا جابوها في الافلام بعد وصارت 😂😂,,,,,,,,,1,0,0.9975586,0.0009918213,0.0012960434,4,None,Against
2951,MENTION MENTION MENTION الصراحه ابي جرعة ثالثه وافضل يكون تطعيم دوري لان الدراسات الاخيره لفايزر تقول خلال خمس شهور تنزل فعالية اللقاح يعني تخف وانا بعد ٦ شهور من فايزر صادني كورونا مع كل الأعراض وتعبت تعب ما ابي ارجع اتعب فاتمنى اخذه,Covid Vaccine,مستخدم مستخدم مستخدم الصراحه ابي جرعة ثالثه وافضل يكون تطعيم دوري لان الدراسات الاخيره لفايزر تقول خلال خمس شهور تنزل فعالية اللقاح يعني تخف وانا بعد ٦ شهور من فايزر صادني كورونا مع كل الاعراض وتعبت تعب ما ابي ارجع اتعب فاتمني اخذه,Covid Vaccine,Favor,2,Neutral,1,No,0,F_Explicit,,,Target: Covid Vaccine Text: مستخدم مستخدم مستخدم الصراحه ابي جرعة ثالثه وافضل يكون تطعيم دوري لان الدراسات الاخيره لفايزر تقول خلال خمس شهور تنزل فعالية اللقاح يعني تخف وانا بعد ٦ شهور من فايزر صادني كورونا مع كل الاعراض وتعبت تعب ما ابي ارجع اتعب فاتمني اخذه,,,,,,,,,2,0,0.59375,0.0023155212,0.40405273,4,Favor,Against
2994,من المفارقات العجيبة والإنجازات الصادمة في عملية التحول الإلكتروني  لبلدية مسقط    * كان الترخيص البلدي للسيارات (للمعدات الثقيلة) يخلص في غضون 10 دقائق * بعد التحول الإلكتروني صار يخلص بعد 24 ساعة * في ظل الجائحة وتقليص عدد الموظفين صار بعد 7 أيام  😂 😂 😂 😂,Digital Transformation,من المفارقات العجيبة والانجازات الصادمة في عملية التحول الالكتروني لبلدية مسقط * كان الترخيص البلدي للسيارات (للمعدات الثقيلة) يخلص في غضون 10 دقائق * بعد التحول الالكتروني صار يخلص بعد 24 ساعة * في ظل الجائحة وتقليص عدد الموظفين صار بعد 7 ايام 😂 😂 😂 😂,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: من المفارقات العجيبة والانجازات الصادمة في عملية التحول الالكتروني لبلدية مسقط * كان الترخيص البلدي للسيارات (للمعدات الثقيلة) يخلص في غضون 10 دقائق * بعد التحول الالكتروني صار يخلص بعد 24 ساعة * في ظل الجائحة وتقليص عدد الموظفين صار بعد 7 ايام 😂 😂 😂 😂,,,,,,,,,0,1,0.000166893,0.9975586,0.002319336,4,Against,None
3000, عجبا، مرة يقولون لقاح استرازينيكا غير فعال و تارة يتهافتون عليه، ما الأمر، و لماذا دول كثيرة علقت تطعيم مواطنيها بهذا اللقاح...؟ أم صارت نكهة السياسة تلقي بضلالها حتى في مجال تسويق الأدوية و اللقاحات...!,Covid Vaccine,عجبا، مرة يقولون لقاح استرازينيكا غير فعال و تارة يتهافتون عليه، ما الامر، و لماذا دول كثيرة علقت تطعيم مواطنيها بهذا اللقاح..؟ ام صارت نكهة السياسة تلقي بضلالها حتي في مجال تسويق الادوية و اللقاحات..!,Covid Vaccine,,1,Negative,0,No,0,,,Not clear,Target: Covid Vaccine Text: عجبا، مرة يقولون لقاح استرازينيكا غير فعال و تارة يتهافتون عليه، ما الامر، و لماذا دول كثيرة علقت تطعيم مواطنيها بهذا اللقاح..؟ ام صارت نكهة السياسة تلقي بضلالها حتي في مجال تسويق الادوية و اللقاحات..!,,,,,,,,,1,0,0.97509766,0.009773254,0.015098572,4,None,Against
3011, بنك مريض ايش فايدة التحول الالكتروني والاون لاين وعلى ابسط شي يقوللي روح الفرع,Digital Transformation,بنك مريض ايش فايدة التحول الالكتروني والاون لاين وعلي ابسط شي يقوللي روح الفرع,Digital Transformation,,1,Negative,0,No,0,,,Not clear,Target: Digital Transformation Text: بنك مريض ايش فايدة التحول الالكتروني والاون لاين وعلي ابسط شي يقوللي روح الفرع,,,,,,,,,1,0,0.99853516,0.00070524216,0.00058698654,4,None,Against
3012, التحول التقني ساعد كثير من الدول في حل كثير من المشاكل في مجال تقديم الخدمة للمواطن مما يجعله يشعر بالرضا ويدفعه للمشاركة في مجالات التنمية المتعددة فلماذا لا تتبني مصر هذة الفكرة ؟,Digital Transformation,التحول التقني ساعد كثير من الدول في حل كثير من المشاكل في مجال تقديم الخدمة للمواطن مما يجعله يشعر بالرضا ويدفعه للمشاركة في مجالات التنمية المتعددة فلماذا لا تتبني مصر هذة الفكرة ؟,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: التحول التقني ساعد كثير من الدول في حل كثير من المشاكل في مجال تقديم الخدمة للمواطن مما يجعله يشعر بالرضا ويدفعه للمشاركة في مجالات التنمية المتعددة فلماذا لا تتبني مصر هذة الفكرة ؟,,,,,,,,,0,2,7.879734e-05,0.0013904572,0.99853516,4,Against,Favor
3280, لسه عارفة خبر محزن  ٢ قرايبي ماتو بسبب كورونا وآخذين جرعتين تطعيم منهم واحدة شابة,Covid Vaccine,لسه عارفة خبر محزن ٢ قرايبي ماتو بسبب كورونا واخذين جرعتين تطعيم منهم واحدة شابة,Covid Vaccine,Against,0,Negative,0,No,0,,A_Implicit,,Target: Covid Vaccine Text: لسه عارفة خبر محزن ٢ قرايبي ماتو بسبب كورونا واخذين جرعتين تطعيم منهم واحدة شابة,,,,,,,,,0,1,0.052001953,0.9472656,0.0005903244,4,Against,None
3306,  التحول الالكتروني لن يفيد إذا كانت عقول [ بعض] الموظفين متحجرة...!  نحتاج تحول للعقول أولاً.  #التحول_الالكتروني #التحول_المؤسسي #الحكومة_الإلكترونية,Digital Transformation,التحول الالكتروني لن يفيد اذا كانت عقول [ بعض] الموظفين متحجرة..! نحتاج تحول للعقول اولاً. #التحول الالكتروني #التحول المؤسسي #الحكومة الالكترونية,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: التحول الالكتروني لن يفيد اذا كانت عقول [ بعض] الموظفين متحجرة..! نحتاج تحول للعقول اولاً. #التحول الالكتروني #التحول المؤسسي #الحكومة الالكترونية,,,,,,,,,0,2,8.666515e-05,0.0015668869,0.99853516,4,Against,Favor
3363,MENTION MENTION MENTION انا عندي اصدقاء حاشهم كورونا بدون تطعيم وادخلو عنايه مركزه !!واصدقاء حاشهم كورونا مع تطعيم واعراض ضعيفة!!!,Covid Vaccine,مستخدم مستخدم مستخدم انا عندي اصدقاء حاشهم كورونا بدون تطعيم وادخلو عنايه مركزه !!واصدقاء حاشهم كورونا مع تطعيم واعراض ضعيفة!!,Covid Vaccine,Favor,2,Negative,0,No,0,F_Implicit,,,Target: Covid Vaccine Text: مستخدم مستخدم مستخدم انا عندي اصدقاء حاشهم كورونا بدون تطعيم وادخلو عنايه مركزه !!واصدقاء حاشهم كورونا مع تطعيم واعراض ضعيفة!!,,,,,,,,,2,0,0.9169922,0.0009570122,0.08190918,4,Favor,Against
3409, لان كل ما زاد الاعتماد على الاوراق زادت فرص الواسطات و التنفيع والمصالح  كثير اطراف مو من مصلحتهم التحول الالكتروني الكامل,Digital Transformation,لان كل ما زاد الاعتماد علي الاوراق زادت فرص الواسطات و التنفيع والمصالح كثير اطراف مو من مصلحتهم التحول الالكتروني الكامل,Digital Transformation,Favor,2,Positive,2,No,0,F_Explicit,,,Target: Digital Transformation Text: لان كل ما زاد الاعتماد علي الاوراق زادت فرص الواسطات و التنفيع والمصالح كثير اطراف مو من مصلحتهم التحول الالكتروني الكامل,,,,,,,,,2,0,0.7246094,0.0036716461,0.27148438,4,Favor,Against
3465,#لا_للتطعيم_الاجباري105 علي الطواري  الدنمارك تقرر رسميا انهاء جميع قيود كورونا ابتداءا من أول اكتوبر.  اذن .. لا حقن اجبارية  لا كمامات  لا شهادات تطعيم و لا فحص  URL URL,Covid Vaccine,#لا للتطعيم الاجباري105 علي الطواري الدنمارك تقرر رسميا انهاء جميع قيود كورونا ابتداءا من اول اكتوبر. اذن .. لا حقن اجبارية لا كمامات لا شهادات تطعيم و لا فحص,Covid Vaccine,,1,Neutral,1,No,0,,,Not clear,Target: Covid Vaccine Text: #لا للتطعيم الاجباري105 علي الطواري الدنمارك تقرر رسميا انهاء جميع قيود كورونا ابتداءا من اول اكتوبر. اذن .. لا حقن اجبارية لا كمامات لا شهادات تطعيم و لا فحص,,,,,,,,,1,0,0.99902344,0.00087690353,8.779764e-05,4,None,Against
3471,تم وضع شريحة جينات الشواذي المعدلة وراثياً. من الحين مشتهية موز. 🍌🐒 #تطعيم_كورونا,Covid Vaccine,تم وضع شريحة جينات الشواذي المعدلة وراثياً. من الحين مشتهية موز. 🍌🐒 #تطعيم كورونا,Covid Vaccine,,1,Neutral,1,Yes,1,,,Not Related,Target: Covid Vaccine Text: تم وضع شريحة جينات الشواذي المعدلة وراثياً. من الحين مشتهية موز. 🍌🐒 #تطعيم كورونا,,,,,,,,,1,0,0.9980469,0.0015125275,0.00042414665,4,None,Against
3522,شعبنا غريب !!   تقوله  حظر واغلاق ؟   لا مانبي حظر واغلاق   حلو   تعال اخذ تطعيم ؟   لا ماابي اخذ تطعيم !  ومايبي ينصاب بكورونا !!   تعال اجمعهم ثلاثتهم عاد 😂 عدم اصابة بكورونا مع بدون اغلاق وبدون لقاح !,Covid Vaccine,شعبنا غريب !! تقوله حظر واغلاق ؟ لا مانبي حظر واغلاق حلو تعال اخذ تطعيم ؟ لا ماابي اخذ تطعيم ! ومايبي ينصاب بكورونا !! تعال اجمعهم ثلاثتهم عاد 😂 عدم اصابة بكورونا مع بدون اغلاق وبدون لقاح !,Covid Vaccine,Favor,2,Neutral,1,No,0,,,,Target: Covid Vaccine Text: شعبنا غريب !! تقوله حظر واغلاق ؟ لا مانبي حظر واغلاق حلو تعال اخذ تطعيم ؟ لا ماابي اخذ تطعيم ! ومايبي ينصاب بكورونا !! تعال اجمعهم ثلاثتهم عاد 😂 عدم اصابة بكورونا مع بدون اغلاق وبدون لقاح !,,,,,,,,,2,0,0.9975586,0.00066947937,0.0016965866,4,Favor,Against
