ID,text_original,target_original,text_clean,target_clean,stance,stance_id,sentiment,sentiment_id,sarcasm,sarcasm_id,favor_reason,against_reason,none_reason,model_input,target_id,text,target,stance:confidence,sarcasm:confidence,sentiment:confidence,datetime,Date,true_label,pred_label,p_against,p_none,p_favor,fold
2732, اتوقع المفروض تبدون تسوون تحليل كورونا قبل ما الشخص ياخذ تطعيم الكورونا  لان الكلام كثر انه ممكن الي فيه اعراض كورونا وياخذ التطعيم ممكن تؤدي الى الوفاة..,Covid Vaccine,اتوقع المفروض تبدون تسوون تحليل كورونا قبل ما الشخص ياخذ تطعيم الكورونا لان الكلام كثر انه ممكن الي فيه اعراض كورونا وياخذ التطعيم ممكن تؤدي الي الوفاة..,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Implicit,,Target: Covid Vaccine Text: اتوقع المفروض تبدون تسوون تحليل كورونا قبل ما الشخص ياخذ تطعيم الكورونا لان الكلام كثر انه ممكن الي فيه اعراض كورونا وياخذ التطعيم ممكن تؤدي الي الوفاة..,,,,,,,,,0,0,0.99121094,0.0065078735,0.0020542145,3
2762,   محتوى التغريدة ذكر مايكروسوفت مع جينرال الكتريك و وال مارت   بعدها ذكر ان الشركات التقنية تفوقت عليهم.  مايكروسوفت ما زالت احد قادة التحول على مستوى العالم   وبالنسبة لشركة نوكيا وتراجع ادائها اعتقد ان هذا الشي طبيعي في ظل ,Digital Transformation,محتوي التغريدة ذكر مايكروسوفت مع جينرال الكتريك و وال مارت بعدها ذكر ان الشركات التقنية تفوقت عليهم. مايكروسوفت ما زالت احد قادة التحول علي مستوي العالم وبالنسبة لشركة نوكيا وتراجع ادائها اعتقد ان هذا الشي طبيعي في ظل,Digital Transformation,None,1,Neutral,1,No,0,,,Not clear,Target: Digital Transformation Text: محتوي التغريدة ذكر مايكروسوفت مع جينرال الكتريك و وال مارت بعدها ذكر ان الشركات التقنية تفوقت عليهم. مايكروسوفت ما زالت احد قادة التحول علي مستوي العالم وبالنسبة لشركة نوكيا وتراجع ادائها اعتقد ان هذا الشي طبيعي في ظل,,,,,,,,,1,1,0.0012960434,0.99609375,0.0027484894,1
2762,   محتوى التغريدة ذكر مايكروسوفت مع جينرال الكتريك و وال مارت   بعدها ذكر ان الشركات التقنية تفوقت عليهم.  مايكروسوفت ما زالت احد قادة التحول على مستوى العالم   وبالنسبة لشركة نوكيا وتراجع ادائها اعتقد ان هذا الشي طبيعي في ظل ,Digital Transformation,محتوى التغريدة ذكر مايكروسوفت مع جينرال الكتريك و وال مارت   بعدها ذكر ان الشركات التقنية تفوقت عليهم.  مايكروسوفت ما زالت احد قادة التحول على مستوى العالم   وبالنسبة لشركة نوكيا وتراجع ادائها اعتقد ان هذا الشي طبيعي في ظل,Digital Transformation,None,1,Neutral,1,No,0,,,Not clear,Target: Digital Transformation Text: محتوى التغريدة ذكر مايكروسوفت مع جينرال الكتريك و وال مارت   بعدها ذكر ان الشركات التقنية تفوقت عليهم.  مايكروسوفت ما زالت احد قادة التحول على مستوى العالم   وبالنسبة لشركة نوكيا وتراجع ادائها اعتقد ان هذا الشي طبيعي في ظل,,   محتوى التغريدة ذكر مايكروسوفت مع جينرال الكتريك و وال مارت   بعدها ذكر ان الشركات التقنية تفوقت عليهم.  مايكروسوفت ما زالت احد قادة التحول على مستوى العالم   وبالنسبة لشركة نوكيا وتراجع ادائها اعتقد ان هذا الشي طبيعي في ظل ,Digital Transformation,0.7685,1.0,1.0,2022-05-18 16:17:24+00:00,18/05/2022,1,1,0.059753418,0.93603516,0.004436493,3
2774,   انا واحد من الناس عقلي مايبي تطعيم ومكتفي بتقويه مناعتي والاشتراطات الصحيه  ومستعد اتكلم بامور بعيده عن الطب بالدليل.. ولكن هذا مايعطيني الحق اني اتعدى على دكتور تعب ودرس وساعد الناس لقاح امن مو امن شافو فحصوا اعتمدو على,Covid Vaccine,انا واحد من الناس عقلي مايبي تطعيم ومكتفي بتقويه مناعتي والاشتراطات الصحيه ومستعد اتكلم بامور بعيده عن الطب بالدليل.. ولكن هذا مايعطيني الحق اني اتعدي علي دكتور تعب ودرس وساعد الناس لقاح امن مو امن شافو فحصوا اعتمدو علي,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Covid Vaccine Text: انا واحد من الناس عقلي مايبي تطعيم ومكتفي بتقويه مناعتي والاشتراطات الصحيه ومستعد اتكلم بامور بعيده عن الطب بالدليل.. ولكن هذا مايعطيني الحق اني اتعدي علي دكتور تعب ودرس وساعد الناس لقاح امن مو امن شافو فحصوا اعتمدو علي,,,,,,,,,0,0,1.0,3.105402e-05,0.00010251999,5
2774,   انا واحد من الناس عقلي مايبي تطعيم ومكتفي بتقويه مناعتي والاشتراطات الصحيه  ومستعد اتكلم بامور بعيده عن الطب بالدليل.. ولكن هذا مايعطيني الحق اني اتعدى على دكتور تعب ودرس وساعد الناس لقاح امن مو امن شافو فحصوا اعتمدو على,Covid Vaccine,انا واحد من الناس عقلي مايبي تطعيم ومكتفي بتقويه مناعتي والاشتراطات الصحيه  ومستعد اتكلم بامور بعيده عن الطب بالدليل.. ولكن هذا مايعطيني الحق اني اتعدى على دكتور تعب ودرس وساعد الناس لقاح امن مو امن شافو فحصوا اعتمدو على,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Covid Vaccine Text: انا واحد من الناس عقلي مايبي تطعيم ومكتفي بتقويه مناعتي والاشتراطات الصحيه  ومستعد اتكلم بامور بعيده عن الطب بالدليل.. ولكن هذا مايعطيني الحق اني اتعدى على دكتور تعب ودرس وساعد الناس لقاح امن مو امن شافو فحصوا اعتمدو على,,   انا واحد من الناس عقلي مايبي تطعيم ومكتفي بتقويه مناعتي والاشتراطات الصحيه  ومستعد اتكلم بامور بعيده عن الطب بالدليل.. ولكن هذا مايعطيني الحق اني اتعدى على دكتور تعب ودرس وساعد الناس لقاح امن مو امن شافو فحصوا اعتمدو على,Covid Vaccine,0.5952,1.0,1.0,2021-03-29 17:09:11+00:00,29/03/2021,0,0,0.9975586,0.0018024445,0.00051546097,4
2840,#علمتني_الجائحة_المزعومة ان تطعيمات الطفوله تختلف عن تطعيم كورونا,Covid Vaccine,#علمتني_الجائحة_المزعومة ان تطعيمات الطفوله تختلف عن تطعيم كورونا,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Implicit,,Target: Covid Vaccine Text: #علمتني_الجائحة_المزعومة ان تطعيمات الطفوله تختلف عن تطعيم كورونا,,#علمتني_الجائحة_المزعومة ان تطعيمات الطفوله تختلف عن تطعيم كورونا,Covid Vaccine,0.5955,1.0,0.7325,2021-10-26 22:36:56+00:00,26/10/2021,0,0,0.99853516,0.0004632473,0.0008292198,4
2840,#علمتني_الجائحة_المزعومة ان تطعيمات الطفوله تختلف عن تطعيم كورونا,Covid Vaccine,#علمتني الجائحة المزعومة ان تطعيمات الطفوله تختلف عن تطعيم كورونا,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Implicit,,Target: Covid Vaccine Text: #علمتني الجائحة المزعومة ان تطعيمات الطفوله تختلف عن تطعيم كورونا,,,,,,,,,0,0,1.0,6.0498714e-05,5.6505203e-05,5
2907, الأعزاء في بنك البلاد  عندما تنتهي صلاحية بطاقة الصراف  لماذا لا ترسلون البطاقه الجديده الى العنوان الوطني بدون اجبار العميل للقدوم الى الفرع؟ طبعا اذا كان الفرع رقمي فأحييكم على سياسة التحول التقني 😂,Digital Transformation,الأعزاء في بنك البلاد  عندما تنتهي صلاحية بطاقة الصراف  لماذا لا ترسلون البطاقه الجديده الى العنوان الوطني بدون اجبار العميل للقدوم الى الفرع؟ طبعا اذا كان الفرع رقمي فأحييكم على سياسة التحول التقني 😂,Digital Transformation,None,1,Neutral,1,No,0,,,Not clear,Target: Digital Transformation Text: الأعزاء في بنك البلاد  عندما تنتهي صلاحية بطاقة الصراف  لماذا لا ترسلون البطاقه الجديده الى العنوان الوطني بدون اجبار العميل للقدوم الى الفرع؟ طبعا اذا كان الفرع رقمي فأحييكم على سياسة التحول التقني 😂,, الأعزاء في بنك البلاد  عندما تنتهي صلاحية بطاقة الصراف  لماذا لا ترسلون البطاقه الجديده الى العنوان الوطني بدون اجبار العميل للقدوم الى الفرع؟ طبعا اذا كان الفرع رقمي فأحييكم على سياسة التحول التقني 😂,Digital Transformation,0.7397,1.0,0.5985,2021-01-27 08:38:40+00:00,27/01/2021,1,1,0.00349617,0.99609375,0.00020873547,2
2907, الأعزاء في بنك البلاد  عندما تنتهي صلاحية بطاقة الصراف  لماذا لا ترسلون البطاقه الجديده الى العنوان الوطني بدون اجبار العميل للقدوم الى الفرع؟ طبعا اذا كان الفرع رقمي فأحييكم على سياسة التحول التقني 😂,Digital Transformation,الاعزاء في بنك البلاد عندما تنتهي صلاحية بطاقة الصراف لماذا لا ترسلون البطاقه الجديده الي العنوان الوطني بدون اجبار العميل للقدوم الي الفرع؟ طبعا اذا كان الفرع رقمي فاحييكم علي سياسة التحول التقني 😂,Digital Transformation,None,1,Neutral,1,No,0,,,Not clear,Target: Digital Transformation Text: الاعزاء في بنك البلاد عندما تنتهي صلاحية بطاقة الصراف لماذا لا ترسلون البطاقه الجديده الي العنوان الوطني بدون اجبار العميل للقدوم الي الفرع؟ طبعا اذا كان الفرع رقمي فاحييكم علي سياسة التحول التقني 😂,,,,,,,,,1,1,5.173683e-05,1.0,7.1406364e-05,5
2929, سؤال يادكتور الله يعافيك  هل التحول للتقاضي الالكتروني  سيلغي مسألة الاختصاص المكاني للقضايا  أم سيبقى كما هو معمول به,Digital Transformation,سؤال يادكتور الله يعافيك هل التحول للتقاضي الالكتروني سيلغي مسالة الاختصاص المكاني للقضايا ام سيبقي كما هو معمول به,Digital Transformation,None,1,Neutral,1,No,0,,,Not clear,Target: Digital Transformation Text: سؤال يادكتور الله يعافيك هل التحول للتقاضي الالكتروني سيلغي مسالة الاختصاص المكاني للقضايا ام سيبقي كما هو معمول به,,,,,,,,,1,1,0.02470398,0.9658203,0.009521484,3
2929, سؤال يادكتور الله يعافيك  هل التحول للتقاضي الالكتروني  سيلغي مسألة الاختصاص المكاني للقضايا  أم سيبقى كما هو معمول به,Digital Transformation,سؤال يادكتور الله يعافيك  هل التحول للتقاضي الالكتروني  سيلغي مسألة الاختصاص المكاني للقضايا  أم سيبقى كما هو معمول به,Digital Transformation,None,1,Neutral,1,No,0,,,Not clear,Target: Digital Transformation Text: سؤال يادكتور الله يعافيك  هل التحول للتقاضي الالكتروني  سيلغي مسألة الاختصاص المكاني للقضايا  أم سيبقى كما هو معمول به,, سؤال يادكتور الله يعافيك  هل التحول للتقاضي الالكتروني  سيلغي مسألة الاختصاص المكاني للقضايا  أم سيبقى كما هو معمول به,Digital Transformation,0.7372,1.0,1.0,2020-07-02 08:59:58+00:00,02/07/2020,1,1,0.0006842613,0.99902344,0.00048470497,2
2956,• باقي بس يقولون الغير مُطعّم لحدّ يزوجه ! 🤣 #تطعيم_كورونا,Covid Vaccine,• باقي بس يقولون الغير مُطعّم لحدّ يزوجه ! 🤣 #تطعيم_كورونا,Covid Vaccine,None,1,Neutral,1,Yes,1,,,Not clear,Target: Covid Vaccine Text: • باقي بس يقولون الغير مُطعّم لحدّ يزوجه ! 🤣 #تطعيم_كورونا,,• باقي بس يقولون الغير مُطعّم لحدّ يزوجه ! 🤣 #تطعيم_كورونا,Covid Vaccine,0.7446,1.0,0.7214,2021-06-17 20:20:41+00:00,17/06/2021,1,1,0.0005683899,0.9995117,8.261204e-05,5
2956,• باقي بس يقولون الغير مُطعّم لحدّ يزوجه ! 🤣 #تطعيم_كورونا,Covid Vaccine,• باقي بس يقولون الغير مُطعّم لحدّ يزوجه ! 🤣 #تطعيم كورونا,Covid Vaccine,None,1,Neutral,1,Yes,1,,,Not clear,Target: Covid Vaccine Text: • باقي بس يقولون الغير مُطعّم لحدّ يزوجه ! 🤣 #تطعيم كورونا,,,,,,,,,1,1,0.0011835098,0.97753906,0.021224976,4
2996, لقاح مرفوض لان منظمة الصحة العالمية ليست مقياس من بدء كورونا وهي متخبطة نحن نريد دواء علاج لهذا الوباء ما نريد لقاح على شكل تطعيم ما نعرف نتيجته على الانسان,Covid Vaccine,لقاح مرفوض لان منظمة الصحة العالمية ليست مقياس من بدء كورونا وهي متخبطة نحن نريد دواء علاج لهذا الوباء ما نريد لقاح علي شكل تطعيم ما نعرف نتيجته علي الانسان,Covid Vaccine,Against,0,Negative,0,No,0,,A_Explicit,,Target: Covid Vaccine Text: لقاح مرفوض لان منظمة الصحة العالمية ليست مقياس من بدء كورونا وهي متخبطة نحن نريد دواء علاج لهذا الوباء ما نريد لقاح علي شكل تطعيم ما نعرف نتيجته علي الانسان,,,,,,,,,0,0,1.0,6.341934e-05,4.8041344e-05,5
2996, لقاح مرفوض لان منظمة الصحة العالمية ليست مقياس من بدء كورونا وهي متخبطة نحن نريد دواء علاج لهذا الوباء ما نريد لقاح على شكل تطعيم ما نعرف نتيجته على الانسان,Covid Vaccine,لقاح مرفوض لان منظمة الصحة العالمية ليست مقياس من بدء كورونا وهي متخبطة نحن نريد دواء علاج لهذا الوباء ما نريد لقاح على شكل تطعيم ما نعرف نتيجته على الانسان,Covid Vaccine,Against,0,Negative,0,No,0,,A_Explicit,,Target: Covid Vaccine Text: لقاح مرفوض لان منظمة الصحة العالمية ليست مقياس من بدء كورونا وهي متخبطة نحن نريد دواء علاج لهذا الوباء ما نريد لقاح على شكل تطعيم ما نعرف نتيجته على الانسان,, لقاح مرفوض لان منظمة الصحة العالمية ليست مقياس من بدء كورونا وهي متخبطة نحن نريد دواء علاج لهذا الوباء ما نريد لقاح على شكل تطعيم ما نعرف نتيجته على الانسان,Covid Vaccine,1.0,1.0,0.7514,2020-06-06 10:44:47+00:00,06/06/2020,0,0,0.99902344,0.00067567825,0.00049829483,1
3051,التحول التقني اللي يدّعون انه تطور  هو بالحقيقة تطور في طريقة استعبادنا كنساء  وتسهيل نزع حقوقنا  والتحكم بمصير حياتنا.  تطبيق توكلنا اصدار وكالة من خلال رسالة نصية والآن هذا  أسقطوا الولاية لتلميع صورتهم  ومهادنة غضبنا  وصنعوا أدوات أخرى.. سيجري عليها الزمن لتصبح جحيم آخر. URL,Digital Transformation,التحول التقني اللي يدّعون انه تطور هو بالحقيقة تطور في طريقة استعبادنا كنساء وتسهيل نزع حقوقنا والتحكم بمصير حياتنا. تطبيق توكلنا اصدار وكالة من خلال رسالة نصية والان هذا اسقطوا الولاية لتلميع صورتهم ومهادنة غضبنا وصنعوا ادوات اخري.. سيجري عليها الزمن لتصبح جحيم اخر.,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: التحول التقني اللي يدّعون انه تطور هو بالحقيقة تطور في طريقة استعبادنا كنساء وتسهيل نزع حقوقنا والتحكم بمصير حياتنا. تطبيق توكلنا اصدار وكالة من خلال رسالة نصية والان هذا اسقطوا الولاية لتلميع صورتهم ومهادنة غضبنا وصنعوا ادوات اخري.. سيجري عليها الزمن لتصبح جحيم اخر.,,,,,,,,,0,0,0.9980469,0.00043082237,0.0014038086,4
3051,التحول التقني اللي يدّعون انه تطور  هو بالحقيقة تطور في طريقة استعبادنا كنساء  وتسهيل نزع حقوقنا  والتحكم بمصير حياتنا.  تطبيق توكلنا اصدار وكالة من خلال رسالة نصية والآن هذا  أسقطوا الولاية لتلميع صورتهم  ومهادنة غضبنا  وصنعوا أدوات أخرى.. سيجري عليها الزمن لتصبح جحيم آخر. URL,Digital Transformation,التحول التقني اللي يدّعون انه تطور  هو بالحقيقة تطور في طريقة استعبادنا كنساء  وتسهيل نزع حقوقنا  والتحكم بمصير حياتنا.  تطبيق توكلنا اصدار وكالة من خلال رسالة نصية والآن هذا  أسقطوا الولاية لتلميع صورتهم  ومهادنة غضبنا  وصنعوا أدوات أخرى.. سيجري عليها الزمن لتصبح جحيم آخر. URL,Digital Transformation,Against,0,Negative,0,No,0,,A_Explicit,,Target: Digital Transformation Text: التحول التقني اللي يدّعون انه تطور  هو بالحقيقة تطور في طريقة استعبادنا كنساء  وتسهيل نزع حقوقنا  والتحكم بمصير حياتنا.  تطبيق توكلنا اصدار وكالة من خلال رسالة نصية والآن هذا  أسقطوا الولاية لتلميع صورتهم  ومهادنة غضبنا  وصنعوا أدوات أخرى.. سيجري عليها الزمن لتصبح جحيم آخر. URL,,التحول التقني اللي يدّعون انه تطور  هو بالحقيقة تطور في طريقة استعبادنا كنساء  وتسهيل نزع حقوقنا  والتحكم بمصير حياتنا.  تطبيق توكلنا اصدار وكالة من خلال رسالة نصية والآن هذا  أسقطوا الولاية لتلميع صورتهم  ومهادنة غضبنا  وصنعوا أدوات أخرى.. سيجري عليها الزمن لتصبح جحيم آخر. URL,Digital Transformation,0.6019,1.0,0.7549,2022-01-02 13:38:30+00:00,02/01/2022,0,0,0.99853516,0.0005249977,0.0008792877,4
3057,الشواربة ..افتتاح 4 مشاريع للباص السريع  و 93 % نسبة الانجاز بمشروع التحول الالكتروني URL,Digital Transformation,الشواربة ..افتتاح 4 مشاريع للباص السريع  و 93 % نسبة الانجاز بمشروع التحول الالكتروني URL,Digital Transformation,None,1,Negative,0,No,0,,,Not clear,Target: Digital Transformation Text: الشواربة ..افتتاح 4 مشاريع للباص السريع  و 93 % نسبة الانجاز بمشروع التحول الالكتروني URL,,الشواربة ..افتتاح 4 مشاريع للباص السريع  و 93 % نسبة الانجاز بمشروع التحول الالكتروني URL,Digital Transformation,0.595,1.0,1.0,2021-01-02 13:22:43+00:00,02/01/2021,1,1,0.0013751984,0.9980469,0.0007867813,2
3057,الشواربة ..افتتاح 4 مشاريع للباص السريع  و 93 % نسبة الانجاز بمشروع التحول الالكتروني URL,Digital Transformation,الشواربة ..افتتاح 4 مشاريع للباص السريع و 93 % نسبة الانجاز بمشروع التحول الالكتروني,Digital Transformation,None,1,Negative,0,No,0,,,Not clear,Target: Digital Transformation Text: الشواربة ..افتتاح 4 مشاريع للباص السريع و 93 % نسبة الانجاز بمشروع التحول الالكتروني,,,,,,,,,1,1,0.0014667511,0.9980469,0.0006942749,4
3066,#لا_للتطعيم_الاجباري62 أننا لا نعترض على التطعيمات بشكل عام فهناك تطعيمات مفيدة مثل تطعيم شلل الأطفال والجدري وغيرهما  ولكن مع كورونا الأمر يختلف لأن هذا ليس تطعيما بل هو  تعديل وراثي في الجينات ولأول مرة في التاريخ يطبق على البشر.,Covid Vaccine,#لا للتطعيم الاجباري62 اننا لا نعترض علي التطعيمات بشكل عام فهناك تطعيمات مفيدة مثل تطعيم شلل الاطفال والجدري وغيرهما ولكن مع كورونا الامر يختلف لان هذا ليس تطعيما بل هو تعديل وراثي في الجينات ولاول مرة في التاريخ يطبق علي البشر.,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Covid Vaccine Text: #لا للتطعيم الاجباري62 اننا لا نعترض علي التطعيمات بشكل عام فهناك تطعيمات مفيدة مثل تطعيم شلل الاطفال والجدري وغيرهما ولكن مع كورونا الامر يختلف لان هذا ليس تطعيما بل هو تعديل وراثي في الجينات ولاول مرة في التاريخ يطبق علي البشر.,,,,,,,,,0,0,0.98779297,0.0064048767,0.006034851,3
3066,#لا_للتطعيم_الاجباري62 أننا لا نعترض على التطعيمات بشكل عام فهناك تطعيمات مفيدة مثل تطعيم شلل الأطفال والجدري وغيرهما  ولكن مع كورونا الأمر يختلف لأن هذا ليس تطعيما بل هو  تعديل وراثي في الجينات ولأول مرة في التاريخ يطبق على البشر.,Covid Vaccine,#لا_للتطعيم_الاجباري62 أننا لا نعترض على التطعيمات بشكل عام فهناك تطعيمات مفيدة مثل تطعيم شلل الأطفال والجدري وغيرهما  ولكن مع كورونا الأمر يختلف لأن هذا ليس تطعيما بل هو  تعديل وراثي في الجينات ولأول مرة في التاريخ يطبق على البشر.,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Covid Vaccine Text: #لا_للتطعيم_الاجباري62 أننا لا نعترض على التطعيمات بشكل عام فهناك تطعيمات مفيدة مثل تطعيم شلل الأطفال والجدري وغيرهما  ولكن مع كورونا الأمر يختلف لأن هذا ليس تطعيما بل هو  تعديل وراثي في الجينات ولأول مرة في التاريخ يطبق على البشر.,,#لا_للتطعيم_الاجباري62 أننا لا نعترض على التطعيمات بشكل عام فهناك تطعيمات مفيدة مثل تطعيم شلل الأطفال والجدري وغيرهما  ولكن مع كورونا الأمر يختلف لأن هذا ليس تطعيما بل هو  تعديل وراثي في الجينات ولأول مرة في التاريخ يطبق على البشر.,Covid Vaccine,1.0,1.0,0.6259,2021-07-14 06:33:13+00:00,14/07/2021,0,0,0.9995117,0.00021147728,0.00024676323,2
3074,#لقاح_كورونا #لا_للتطعيم_الاجباري٣٦  نحن سعوديون ابناء هذا الوطن نطالب رفع الاجبارية عن اخذ اللقاح بسبب ما رأيناه من وفيات و اعراض ومضاعفات لقاح كورونا  لم نُصاب منذ ان بدت الجائحة الى الان فمالحاجة للقاح ؟؟ البحرين لم تحقق مناعة مجتمعية رغم تطعيم اغلب السكان ؟,Covid Vaccine,#لقاح كورونا #لا للتطعيم الاجباري٣٦ نحن سعوديون ابناء هذا الوطن نطالب رفع الاجبارية عن اخذ اللقاح بسبب ما رايناه من وفيات و اعراض ومضاعفات لقاح كورونا لم نُصاب منذ ان بدت الجائحة الي الان فمالحاجة للقاح ؟؟ البحرين لم تحقق مناعة مجتمعية رغم تطعيم اغلب السكان ؟,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Covid Vaccine Text: #لقاح كورونا #لا للتطعيم الاجباري٣٦ نحن سعوديون ابناء هذا الوطن نطالب رفع الاجبارية عن اخذ اللقاح بسبب ما رايناه من وفيات و اعراض ومضاعفات لقاح كورونا لم نُصاب منذ ان بدت الجائحة الي الان فمالحاجة للقاح ؟؟ البحرين لم تحقق مناعة مجتمعية رغم تطعيم اغلب السكان ؟,,,,,,,,,0,0,0.98535156,0.0076141357,0.0069847107,3
3074,#لقاح_كورونا #لا_للتطعيم_الاجباري٣٦  نحن سعوديون ابناء هذا الوطن نطالب رفع الاجبارية عن اخذ اللقاح بسبب ما رأيناه من وفيات و اعراض ومضاعفات لقاح كورونا  لم نُصاب منذ ان بدت الجائحة الى الان فمالحاجة للقاح ؟؟ البحرين لم تحقق مناعة مجتمعية رغم تطعيم اغلب السكان ؟,Covid Vaccine,#لقاح_كورونا #لا_للتطعيم_الاجباري٣٦  نحن سعوديون ابناء هذا الوطن نطالب رفع الاجبارية عن اخذ اللقاح بسبب ما رأيناه من وفيات و اعراض ومضاعفات لقاح كورونا  لم نُصاب منذ ان بدت الجائحة الى الان فمالحاجة للقاح ؟؟ البحرين لم تحقق مناعة مجتمعية رغم تطعيم اغلب السكان ؟,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Covid Vaccine Text: #لقاح_كورونا #لا_للتطعيم_الاجباري٣٦  نحن سعوديون ابناء هذا الوطن نطالب رفع الاجبارية عن اخذ اللقاح بسبب ما رأيناه من وفيات و اعراض ومضاعفات لقاح كورونا  لم نُصاب منذ ان بدت الجائحة الى الان فمالحاجة للقاح ؟؟ البحرين لم تحقق مناعة مجتمعية رغم تطعيم اغلب السكان ؟,,#لقاح_كورونا #لا_للتطعيم_الاجباري٣٦  نحن سعوديون ابناء هذا الوطن نطالب رفع الاجبارية عن اخذ اللقاح بسبب ما رأيناه من وفيات و اعراض ومضاعفات لقاح كورونا  لم نُصاب منذ ان بدت الجائحة الى الان فمالحاجة للقاح ؟؟ البحرين لم تحقق مناعة مجتمعية رغم تطعيم اغلب السكان ؟,Covid Vaccine,1.0,1.0,1.0,2021-06-17 08:01:36+00:00,17/06/2021,0,0,0.99121094,0.005054474,0.003692627,3
3076,MENTION استغلو كورونا استغلال بشع وعيشو العالم برعب لايوجد جائحة ولا خرابيط يوجد تطعيم جيني تجريبي خبيث,Covid Vaccine,MENTION استغلو كورونا استغلال بشع وعيشو العالم برعب لايوجد جائحة ولا خرابيط يوجد تطعيم جيني تجريبي خبيث,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Covid Vaccine Text: MENTION استغلو كورونا استغلال بشع وعيشو العالم برعب لايوجد جائحة ولا خرابيط يوجد تطعيم جيني تجريبي خبيث,,MENTION استغلو كورونا استغلال بشع وعيشو العالم برعب لايوجد جائحة ولا خرابيط يوجد تطعيم جيني تجريبي خبيث,Covid Vaccine,1.0,1.0,0.6192,2021-10-16 08:56:18+00:00,16/10/2021,0,0,0.9941406,0.00014686584,0.0059165955,2
3076,MENTION استغلو كورونا استغلال بشع وعيشو العالم برعب لايوجد جائحة ولا خرابيط يوجد تطعيم جيني تجريبي خبيث,Covid Vaccine,مستخدم استغلو كورونا استغلال بشع وعيشو العالم برعب لايوجد جائحة ولا خرابيط يوجد تطعيم جيني تجريبي خبيث,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Explicit,,Target: Covid Vaccine Text: مستخدم استغلو كورونا استغلال بشع وعيشو العالم برعب لايوجد جائحة ولا خرابيط يوجد تطعيم جيني تجريبي خبيث,,,,,,,,,0,0,0.9980469,0.0005016327,0.0013399124,4
3150,مجرد #سؤال   هل بيل غيتس اخذ تطعيم #كورونا ⁉️🤔 هل عائلة روكوفلر اخذت التطعيم⁉️ هل عائلة روتشيلد اخذت التطعيم⁉️ هل كلاوس شواب اخذ التطعيم⁉️ هل جورج ساورس اخذ التطعيم⁉️  #المتحور_الجديد #الجرعة_التنشيطية #الجرعة_الثالثة,Covid Vaccine,مجرد #سؤال   هل بيل غيتس اخذ تطعيم #كورونا ⁉️🤔 هل عائلة روكوفلر اخذت التطعيم⁉️ هل عائلة روتشيلد اخذت التطعيم⁉️ هل كلاوس شواب اخذ التطعيم⁉️ هل جورج ساورس اخذ التطعيم⁉️  #المتحور_الجديد #الجرعة_التنشيطية #الجرعة_الثالثة,Covid Vaccine,Against,0,Neutral,1,No,0,,A_Implicit,,Target: Covid Vaccine Text: مجرد #سؤال   هل بيل غيتس اخذ تطعيم #كورونا ⁉️🤔 هل عائلة روكوفلر اخذت التطعيم⁉️ هل عائلة روتشيلد اخذت التطعيم⁉️ هل كلاوس شواب اخذ التطعيم⁉️ هل جورج ساورس اخذ التطعيم⁉️  #المتحور_الجديد #الجرعة_التنشيطية #الجرعة_الثالثة,,مجرد #سؤال   هل بيل غيتس اخذ تطعيم #كورونا ⁉️🤔 هل عائلة روكوفلر اخذت التطعيم⁉️ هل عائلة روتشيلد اخذت التطعيم⁉️ هل كلاوس شواب اخذ التطعيم⁉️ هل جورج ساورس اخذ التطعيم⁉️  #المتحور_الجديد #الجرعة_التنشيطية #الجرعة_الثالثة,Covid Vaccine,1.0,1.0,1.0,2021-12-06 00:48:49+00:00,06/12/2021,0,0,1.0,0.000115692616,3.8921833e-05,5
